OBJECTID,globalid,Shape_Length,Shape_Area,co2_per_ha,co2_per_px,tile_id
37,{C013436A-ABB4-4119-AC4D-8624560543EA},4464169.7656,1245542622559.04,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10N_100W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10N_100W_tCO2_pixel_AGB_masked_by_loss.tif,10N_100W
38,{26A62811-15AD-4022-B7CE-402B0D0A72B1},4464169.7656,1245542622559.04,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10N_110E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10N_110E_tCO2_pixel_AGB_masked_by_loss.tif,10N_110E
39,{69164AC2-646A-4ED4-A49F-CA107F9B3391},4464169.7656,1245542622559.04,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10N_120E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10N_120E_tCO2_pixel_AGB_masked_by_loss.tif,10N_120E
40,{1B4B565B-09A6-4AAC-952D-9DF438DE794B},4464169.7658,1245542622670.93,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10N_130E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10N_130E_tCO2_pixel_AGB_masked_by_loss.tif,10N_130E
41,{B50C311D-3792-4896-B98A-2D7015C4220C},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_010E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_010E_tCO2_pixel_AGB_masked_by_loss.tif,10S_010E
42,{C9F001D8-C302-4D25-BCE6-75391F0C5329},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_020E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_020E_tCO2_pixel_AGB_masked_by_loss.tif,10S_020E
43,{E59ECA08-CC50-4893-A6C9-47E4807E9D30},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_030E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_030E_tCO2_pixel_AGB_masked_by_loss.tif,10S_030E
44,{8B53957D-B186-4C15-9BE4-4D9ED2332D85},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_040E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_040E_tCO2_pixel_AGB_masked_by_loss.tif,10S_040E
45,{A39E2E22-18E1-4FF0-BF0D-5D3EB4B32F4A},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_040W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_040W_tCO2_pixel_AGB_masked_by_loss.tif,10S_040W
46,{945516DD-FAE0-4CAE-B824-1572EFD721B2},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_050E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_050E_tCO2_pixel_AGB_masked_by_loss.tif,10S_050E
47,{2AD3BA46-73B3-4FF0-B8E9-5F24EBA39222},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_050W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_050W_tCO2_pixel_AGB_masked_by_loss.tif,10S_050W
48,{EA7C33EA-7727-4F99-8B45-A8401FCB69D2},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_060W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_060W_tCO2_pixel_AGB_masked_by_loss.tif,10S_060W
49,{99C8D306-6054-466C-8828-9EDE934F3142},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_070W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_070W_tCO2_pixel_AGB_masked_by_loss.tif,10S_070W
50,{729D9E5A-B55B-4B39-BA5F-4D4D86F1B554},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_080W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_080W_tCO2_pixel_AGB_masked_by_loss.tif,10S_080W
51,{8E7F7CD3-E7BD-4A58-AD67-B6A03D2439DE},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_110E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_110E_tCO2_pixel_AGB_masked_by_loss.tif,10S_110E
52,{94B4BD7F-F653-4718-906E-8119E6390E43},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_120E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_120E_tCO2_pixel_AGB_masked_by_loss.tif,10S_120E
53,{3B7F88B9-0C43-4165-A9B3-E9DF6CD0CF2B},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_130E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_130E_tCO2_pixel_AGB_masked_by_loss.tif,10S_130E
54,{3C2A3605-E199-4CE5-A0C8-003F5A496443},4534671.72000001,1284783830876.59,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_140E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_140E_tCO2_pixel_AGB_masked_by_loss.tif,10S_140E
55,{7636910E-077E-4742-8B77-DB6B0584AC55},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_150E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_150E_tCO2_pixel_AGB_masked_by_loss.tif,10S_150E
56,{F5377504-CAAA-4423-BFD7-67D74059E5F1},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_160E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_160E_tCO2_pixel_AGB_masked_by_loss.tif,10S_160E
57,{2D145475-F170-4553-8BFD-5990745E6526},4534669.1688,1284782358654.38,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/10S_170E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/10S_170E_tCO2_pixel_AGB_masked_by_loss.tif,10S_170E
58,{55D3862B-2180-4292-85EC-3E70E163D59E},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_000E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_000E_tCO2_pixel_AGB_masked_by_loss.tif,20N_000E
59,{D51B701B-1328-4455-8765-109EABF73AB1},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_010E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_010E_tCO2_pixel_AGB_masked_by_loss.tif,20N_010E
60,{5541AC3A-A04F-4E51-9FFD-009EDC1D02C0},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_010W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_010W_tCO2_pixel_AGB_masked_by_loss.tif,20N_010W
61,{619BE3BE-A861-4D13-9346-DBD8B6C2EC90},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_020E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_020E_tCO2_pixel_AGB_masked_by_loss.tif,20N_020E
62,{4077E580-2A05-468A-8617-D192C118189D},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_020W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_020W_tCO2_pixel_AGB_masked_by_loss.tif,20N_020W
63,{3DF8B170-2E8B-4809-AD08-158B196FF81B},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_030E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_030E_tCO2_pixel_AGB_masked_by_loss.tif,20N_030E
64,{171569E2-79AF-431E-A0D7-1699F26A4106},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_040E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_040E_tCO2_pixel_AGB_masked_by_loss.tif,20N_040E
65,{8DDA97E6-DC65-4A28-B5B6-1B38E3B7EE44},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_050E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_050E_tCO2_pixel_AGB_masked_by_loss.tif,20N_050E
66,{1D61F5FD-4B12-4FE4-918E-0BC452DC5513},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_060W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_060W_tCO2_pixel_AGB_masked_by_loss.tif,20N_060W
67,{997BBCF8-B03B-4A50-B6BB-F3493C00CDD8},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_070E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_070E_tCO2_pixel_AGB_masked_by_loss.tif,20N_070E
68,{22113DF7-FA0B-429E-BD65-A1258891C426},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_070W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_070W_tCO2_pixel_AGB_masked_by_loss.tif,20N_070W
69,{2773D6C6-A551-490A-A832-819A1FCCBED0},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_080E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_080E_tCO2_pixel_AGB_masked_by_loss.tif,20N_080E
70,{C6FDA9D2-91E0-4843-8E89-0F00229D1A1D},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_080W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_080W_tCO2_pixel_AGB_masked_by_loss.tif,20N_080W
71,{CFDF1B6D-62E8-4A5A-8DCB-7FAA06DE5306},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_090E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_090E_tCO2_pixel_AGB_masked_by_loss.tif,20N_090E
72,{0C04E57C-B57B-411C-AF65-3A3DCF5315AD},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_090W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_090W_tCO2_pixel_AGB_masked_by_loss.tif,20N_090W
73,{888B3675-5EA6-4BD9-B4CC-83F7D705DC37},4534671.7202,1284783830991.99,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_100E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_100E_tCO2_pixel_AGB_masked_by_loss.tif,20N_100E
74,{2A5E1904-E82F-4463-993F-97E03949348C},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_100W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_100W_tCO2_pixel_AGB_masked_by_loss.tif,20N_100W
75,{5C433C49-9DEA-46F1-9E65-49FFB0F8CC9A},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_110E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_110E_tCO2_pixel_AGB_masked_by_loss.tif,20N_110E
76,{B13A9AD7-14F5-437F-8A8D-0B2E3D5B7547},4534671.72020001,1284783830992,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_110W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_110W_tCO2_pixel_AGB_masked_by_loss.tif,20N_110W
77,{FD3FA66E-D271-4CEE-B0FD-97FDB4CC3F3A},4534671.72,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_120E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_120E_tCO2_pixel_AGB_masked_by_loss.tif,20N_120E
78,{178F352A-432E-4A7E-A319-29B271DDAA4A},4534671.72000001,1284783830876.58,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20N_160W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20N_160W_tCO2_pixel_AGB_masked_by_loss.tif,20N_160W
79,{C9356D75-524B-4C90-A65C-E4992A6AAC9B},4687427.649,1369807392045.48,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_010E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_010E_tCO2_pixel_AGB_masked_by_loss.tif,20S_010E
80,{120BBA16-5296-46C6-8406-299A08E4B40C},4687427.64879999,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_020E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_020E_tCO2_pixel_AGB_masked_by_loss.tif,20S_020E
81,{EB235FE2-8F8A-447A-AAC7-169B8E8693DA},4687427.6488,1369807391922.43,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_030E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_030E_tCO2_pixel_AGB_masked_by_loss.tif,20S_030E
82,{AE8C1634-B609-4CD7-84B3-54A213DF26F4},4687427.649,1369807392045.48,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_040E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_040E_tCO2_pixel_AGB_masked_by_loss.tif,20S_040E
83,{C60EDC92-4B71-4427-A3B3-584C79874763},4687427.64879999,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_050E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_050E_tCO2_pixel_AGB_masked_by_loss.tif,20S_050E
84,{D1597846-A951-46E4-9451-44F1F4501135},4687427.649,1369807392045.48,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_050W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_050W_tCO2_pixel_AGB_masked_by_loss.tif,20S_050W
85,{3DF0E803-B0A4-405A-A369-76FBF9E8B6B3},4687427.6488,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_060W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_060W_tCO2_pixel_AGB_masked_by_loss.tif,20S_060W
86,{C7B3297F-C385-495C-9C83-2BFAD3764A9B},4687427.6488,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_070W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_070W_tCO2_pixel_AGB_masked_by_loss.tif,20S_070W
87,{F0D69D81-2716-41BF-AA57-348E8019E476},4687427.649,1369807392045.48,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_080W_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_080W_tCO2_pixel_AGB_masked_by_loss.tif,20S_080W
88,{B05ACFC8-B8E4-4738-BEA4-B5AB71FDE50A},4687427.64879999,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_110E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_110E_tCO2_pixel_AGB_masked_by_loss.tif,20S_110E
89,{9FAED435-5243-45B6-A568-5F4864CA297A},4687427.64879999,1369807391922.42,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_120E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_120E_tCO2_pixel_AGB_masked_by_loss.tif,20S_120E
90,{FC224A3C-2669-4933-A8F6-989F7601F2CB},4687427.649,1369807392045.48,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_hectare/20S_130E_tCO2_ha_AGB_masked_by_loss.tif,http://gfw2-data.s3.amazonaws.com/climate/Hansen_emissions/2018_loss/per_pixel/20S_130E_tCO2_pixel_AGB_masked_by_loss.tif,20S_130E
